text,clean_text,label,mentions_dem,mentions_rep
"This  season has been the scariest one I can remember. I find myself surrounded by spooky monsters. 

By which I mean Biden voters, and by ""surrounded"" I mean ""mostly on Twitter."" But the polls tell a frightening tale for me, one staunchly opposed to ","this  season has been the scariest one i can remember. i find myself surrounded by spooky monsters.   by which i mean biden voters, and by  surrounded  i mean  mostly on twitter.  but the polls tell a frightening tale for me, one staunchly opposed to ",Democrat,['Biden'],[]
"Trump rallies are just one long bitch fest. 👶 😭 🤪

       https://t.co/v3DOfpwLyW",trump rallies are just one long bitch fest.               ,Democrat,"['Biden', 'Harris']","['Trump', 'Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
"POWERFUL.
https://t.co/IKFgnN8Gv8 An “Insult” For Trump To Compare His Work For Black Community To Lincoln https://t.co/iWRgZSzrIN via @Deadline 
😷🌊         🏳️‍🌈   ",powerful.  an  insult  for trump to compare his work for black community to lincoln  via  deadline                    ,Democrat,"['Biden', 'Harris']",['Trump']
"Trump: vote for me or there will be violence.

Me: I vote for Biden. The violence won't last forever and we will 

",trump: vote for me or there will be violence.  me: i vote for biden. the violence won t last forever and we will   ,Democrat,['Biden'],['Trump']
⁦@realDonaldTrump⁩ ⁦@POTUS⁩ ⁦@JoeBiden⁩ ⁦@KamalaHarris⁩   not notable. https://t.co/txE7yrGDZE,  realdonaldtrump    potus    joebiden    kamalaharris    not notable. ,Democrat,"['Joe', 'Biden', 'Kamala', 'Harris']","['Trump', 'Trump', 'Donald', 'pence']"
"When do we find out  has won the 2020 election? 

         ",when do we find out  has won the 2020 election             ,Democrat,"['Joe', 'Biden', 'Biden', 'Biden', 'Biden', 'Harris', 'Harris']","['Trump', 'Trump', 'Trump', 'Trump']"
Hope this changes by the morning.    https://t.co/G2727VtVnm,hope this changes by the morning.    ,Democrat,"['Biden', 'Biden']",['Trump']
CHAPTER FOUR: A NATION DECIDES “Presidential Candidacy Announcement” - Shirley Chisholm Performed by Ché Lyons Full video @  https://t.co/gtbCueix75 |        https://t.co/dRDf7v5AFI,chapter four: a nation decides  presidential candidacy announcement  - shirley chisholm performed by ch  lyons full video              ,Democrat,[],[]
" So tragic for groups of 'Trump Voters' to harass, intimidate &amp; Cause Biden bus to drive dangerously on roads because of Election! To cause Accidents or Deaths show that TRUMP VOTERS are 'thugs' of America to want 'harm' for other American citizens! VOTE Trump OUT!"," so tragic for groups of  trump voters  to harass, intimidate and; cause biden bus to drive dangerously on roads because of election  to cause accidents or deaths show that trump voters are  thugs  of america to want  harm  for other american citizens  vote trump out ",Democrat,['Biden'],"['Trump', 'Trump', 'TRUMP', 'Trump']"
 takes the lead in   , takes the lead in   ,Democrat,['Biden'],['Trump']
"Not shocked they’re planning this. 

      https://t.co/rwEeSV7YpU",not shocked they re planning this.         ,Democrat,[],[]
We all should be celebrating the achievement and pending confirmation of Kamala Harris as the first female and first black woman elected as VP in the USA. Gives me hope for more positive change to come.      ,we all should be celebrating the achievement and pending confirmation of kamala harris as the first female and first black woman elected as vp in the usa. gives me hope for more positive change to come.      ,Democrat,"['Biden', 'Biden', 'Kamala', 'Kamala', 'Harris', 'Harris', 'Harris', 'Harris']",[]
"I think it’s evident that Biden won the  so it’s a good time for the murderers of  to be arrested! 
    ",i think it s evident that biden won the  so it s a good time for the murderers of  to be arrested       ,Democrat,['Biden'],[]
"

 

Biden
Trump https://t.co/PXF2KhR8pD",     biden trump ,Democrat,['Biden'],['Trump']
"  @realDonaldTrump 

I find myself pondering your state of mind.

Have you convinced yourself you are going to win the election? That court challenges will invalidate enough votes that you can steal it?

Or do you see the inevitable loss and eventual prison sentence?",   realdonaldtrump   i find myself pondering your state of mind.  have you convinced yourself you are going to win the election  that court challenges will invalidate enough votes that you can steal it   or do you see the inevitable loss and eventual prison sentence ,Democrat,[],"['Trump', 'Donald']"
.@JoeBiden .@KamalaHarris TRUMP INSULTS CHRISTIAN VALUES AT LATINO EVANGELICAL CHURCH IN FLORIDA https://t.co/s0RdfbsX5W             https://t.co/x2XngjtoFv,. joebiden . kamalaharris trump insults christian values at latino evangelical church in florida              ,Democrat,"['Joe', 'Biden', 'Biden', 'BIDEN', 'Kamala', 'Harris', 'Harris', 'HARRIS']","['TRUMP', 'Trump']"
"I was  in 2016 because I didn't trust him.  I voted 3rd party then.

Today I proudly and enthusiastically voted to reelect @realDonaldTrump because he has followed through on many promises and governed as a strong conservative.  I encourage everyone to vote Trump today",i was  in 2016 because i didn t trust him.  i voted 3rd party then.  today i proudly and enthusiastically voted to reelect  realdonaldtrump because he has followed through on many promises and governed as a strong conservative.  i encourage everyone to vote trump today,Democrat,[],"['Trump', 'Trump', 'Trump', 'Donald']"
Opinion | Trump was way worse than I feared in 2016. Here’s how. - The Washington Post    https://t.co/4zdj2N43xh,opinion   trump was way worse than i feared in 2016. here s how. - the washington post    ,Democrat,[],"['Trump', 'Trump']"
"I did a little poll of my own on another website and nearly 50% of Trump voters from 2016 said they plan to vote for Biden in November.    !!!

https://t.co/jF1ir2UXxA",i did a little poll of my own on another website and nearly 50  of trump voters from 2016 said they plan to vote for biden in november.         ,Democrat,"['Biden', 'Biden', 'Harris']",['Trump']
"Current electoral map sitting 11-3 Trump (suck it, Indiana).  Surprised he hasn’t declared victory yet.  ","current electoral map sitting 11-3 trump  suck it, indiana .  surprised he hasn t declared victory yet.  ",Democrat,[],"['Trump', 'Trump']"
IL MINNESOTA È BLU! ( e non me ne ero accorta per colpa di Conte)   https://t.co/JsltUiYt1i,il minnesota   blu    e non me ne ero accorta per colpa di conte    ,Democrat,[],['Trump']
"So, when it is a obvious Biden/Harris landslide before midnight, will @realDonaldTrump want the ballots counted after Election Day?
 
 
 
 
  
 
","so, when it is a obvious biden/harris landslide before midnight, will  realdonaldtrump want the ballots counted after election day               ",Democrat,"['Biden', 'Biden', 'Biden', 'Biden', 'Harris', 'Harris', 'Harris', 'Harris']","['Trump', 'Trump', 'Donald']"
"📷 spoofART… Trump, of course. He’s [Bleee] my [Bleeeuuurrr] muse. [Bleeeuuurrrggghh!]                  https://t.co/5h0gaZNEww","  spoofart  trump, of course. he s  bleee  my  bleeeuuurrr  muse.  bleeeuuurrrggghh                    ",Democrat,[],"['Trump', 'Trump', 'Donald']"
"""Looking for a futuristic dystopian story with subtle yet in your face political jabs? This is the book you will want to read right now."" Goodreads review. Get the book today! https://t.co/o5DGZYY8DH
        https://t.co/g2LfW1czWp", looking for a futuristic dystopian story with subtle yet in your face political jabs  this is the book you will want to read right now.  goodreads review. get the book today           ,Democrat,['biden'],['trump']
"You're total scum @realDonaldTrump 
 
 
 
https://t.co/ypJQQXdU6s",you re total scum  realdonaldtrump        ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Donald']"
Biden win will energise rights groups everywhere. Biden has been boosted by  Will not be easy for Jaishankar to run away from Democrats in House any longer.,biden win will energise rights groups everywhere. biden has been boosted by  will not be easy for jaishankar to run away from democrats in house any longer.,Democrat,"['Biden', 'Biden', 'Democrats', 'Democrat']",[]
The main reason to VOTE in this election cycle... https://t.co/7nUGVTKt0L,the main reason to vote in this election cycle... ,Democrat,[],['Trump']
"A BLM Testament?

How Kamala Harris Made Her Millions https://t.co/9n4UuLoS8O via @YouTube 

@realDonaldTrump         ",a blm testament   how kamala harris made her millions  via  youtube    realdonaldtrump         ,Democrat,"['Kamala', 'Harris', 'Democrats', 'Democrat']","['Trump', 'Donald']"
  election is becoming a four part mini-series no one wanted to watch                                         https://t.co/4HZO2yl4k5,  election is becoming a four part mini-series no one wanted to watch                                         ,Democrat,['joe'],[]
"Remaining Trump followers on Twitter:
   https://t.co/SxmFXFzGNg",remaining trump followers on twitter:    ,Democrat,[],"['Trump', 'Trump']"
"Prediction: BLM &amp; black panther thugs will be intimidating Trump voters at the polls on election day.
 ",prediction: blm and; black panther thugs will be intimidating trump voters at the polls on election day.  ,Democrat,[],['Trump']
The election is almost here if you haven’t voted yet  This is one of the most IMPORTANT elections in a LONG TIME.       as @LiberalLecter would say holy this election is important shitballs.,the election is almost here if you haven t voted yet  this is one of the most important elections in a long time.       as  liberallecter would say holy this election is important shitballs.,Democrat,[],[]
"LOL



https://t.co/V6b5TEpHf8",lol    ,Democrat,[],['Trump']
"HELP!!!!!! 
BOOMERS! fans..pls “LIKE” and “RETWEET” BOOMERS! and HELP SPREAD THE WORD!
                      https://t.co/GgAQqRHvnp",help        boomers  fans..pls  like  and  retweet  boomers  and help spread the word                        ,Democrat,['biden'],['trump']
"What IS Trump advocating? Don't count votes. Read them and: if you like - count; if you don't, disregard!

 or at any time!","what is trump advocating  don t count votes. read them and: if you like - count; if you don t, disregard    or at any time ",Democrat,[],"['Trump', 'Trump']"
"I can definitely see Trump and Foxnews doing this:
    

“red mirage”, the scenario could develop if Trump appears to be leading late on election night and declares victory before all the votes are counted.""""

https://t.co/eoqDiwh09k","i can definitely see trump and foxnews doing this:        red mirage , the scenario could develop if trump appears to be leading late on election night and declares victory before all the votes are counted.    ",Democrat,"['Biden', 'Harris']","['Trump', 'Trump']"
"LAST CHANCE, Jesus Christ wants you to vote Trump for peace and prosperity.   TRUMP2020  x22               Article—https://t.co/2oMYp0qSNs https://t.co/OZmswyDOAe","last chance, jesus christ wants you to vote trump for peace and prosperity.   trump2020  x22               article  ",Democrat,"['Biden', 'Biden', 'Biden', 'Biden', 'Harris', 'Harris']","['Trump', 'TRUMP']"
It was sad to see that so many fellow Americans voted for Trump. Even worse? They support a President who wants to stop counting votes. This is what  looks like in the beginning folks.  ,it was sad to see that so many fellow americans voted for trump. even worse  they support a president who wants to stop counting votes. this is what  looks like in the beginning folks.  ,Democrat,"['Biden', 'Harris']","['Trump', 'Trump']"
Pennsylvania  Scranton     https://t.co/vOUpS8DEcW  has a good plan!              Pope Says Trump 'Is Not Christian' https://t.co/xZoAPoGONx?,pennsylvania  scranton       has a good plan               pope says trump  is not christian  ,Democrat,"['Biden', 'Harris', 'Harris']",['Trump']
"just trump✌️  
 
  https://t.co/ymhtOLWfNr",just trump         ,Democrat,[],"['trump', 'Trump', 'Trump']"
Sound Familiar?? Nazi=Nationalist Socialist. You Supporters of this are Fascists. Sorry to break it to you.       https://t.co/Q8SqNfwFyg,sound familiar   nazi nationalist socialist. you supporters of this are fascists. sorry to break it to you.       ,Democrat,[],[]
"Dear United States of America  and Puerto Rico and Guam:        1) Trump and his family are cheating, lying crooks.   ","dear united states of america  and puerto rico and guam:        1  trump and his family are cheating, lying crooks.   ",Democrat,[],"['Trump', 'Trump', 'GOP']"
"411 
 
Biden campaign bus was ambushed going into Austin today. Everything was caught on video. Trump supporters all with guns. Surrounded his bus trying to run off the road. Our  is the end
4 him  https://t.co/oYK7bhfhN6",411    biden campaign bus was ambushed going into austin today. everything was caught on video. trump supporters all with guns. surrounded his bus trying to run off the road. our  is the end 4 him  ,Democrat,"['Biden', 'Biden']","['Trump', 'Trump', 'Donald']"
"American friends, when do you expect to have the results of the election? I’ve read that postal votes could take up to a week to count?  ","american friends, when do you expect to have the results of the election  i ve read that postal votes could take up to a week to count   ",Democrat,[],['Trump']
I'm gonna need a nap when this is done and a team of volunteers to help @itsrayjay and I catchup on all the work I flaked on.    https://t.co/5v3XsJmGo4,i m gonna need a nap when this is done and a team of volunteers to help  itsrayjay and i catchup on all the work i flaked on.    ,Democrat,[],[]
 say Trump is the Chief Divider. Do you know the  had to apologize to  for a  congratulating  for her confirmation. Who are the dividers?, say trump is the chief divider. do you know the  had to apologize to  for a  congratulating  for her confirmation. who are the dividers ,Democrat,[],"['Trump', 'Trump']"
"Friendly reminder that President Donald Trump killed 230,000 Americans with thousands more dying every week with 0 plan still because he’s an incomptent imbecile &amp; can’t even copy other countries to save American lives. A useless POS murderous POTUS  ","friendly reminder that president donald trump killed 230,000 americans with thousands more dying every week with 0 plan still because he s an incomptent imbecile and; can t even copy other countries to save american lives. a useless pos murderous potus  ",Democrat,[],"['Trump', 'Trump', 'Donald']"
"If Michigan or Pennsylvania turn blue then Biden is over the line. Too close to call. But if he does make it, that is only the start of his journey to the White House. There is a squatter there that will not leave peacefully    https://t.co/j3UrPHqrbt","if michigan or pennsylvania turn blue then biden is over the line. too close to call. but if he does make it, that is only the start of his journey to the white house. there is a squatter there that will not leave peacefully    ",Democrat,"['Biden', 'Biden']","['Trump', 'Trump']"
"Joe on Morning Joe wants us to go back 2006 
 
 
@DNC @GOP 
 
New economy  
 
vs
Jim Crow prohibition of food Cannabis 
Food is healthcare ~ Food in prohibition and no healthcare is  ~ 
Wake up America ~ https://t.co/OTRBoBdB4X",joe on morning joe wants us to go back 2006       dnc  gop    new economy     vs jim crow prohibition of food cannabis  food is healthcare   food in prohibition and no healthcare is     wake up america   ,Democrat,"['Joe', 'Joe', 'DNC']",['GOP']
If Biden wins i want the hashtag  to trend like MAD but I don't think I alone have that type of Twit Clout 🤔,if biden wins i want the hashtag  to trend like mad but i don t think i alone have that type of twit clout  ,Democrat,['Biden'],[]
" After election day, our struggle won't be over; a new chapter will begin. There may be dark days ahead for our Union, but our cause is just; a free society our right. With courage, resolve, and above all, faith, we will prevail.

 https://t.co/Ozp63AjDFd via @YouTube"," after election day, our struggle won t be over; a new chapter will begin. there may be dark days ahead for our union, but our cause is just; a free society our right. with courage, resolve, and above all, faith, we will prevail.    via  youtube",Democrat,[],[]
"It is Sunday, November 1, 2020. One citizen, I call for the removal from office by any legal means, the impeached fascist Donald J Trump as President of the United States. Please RT fellow citizens &amp; pass it on.   @realDonaldTrump  
3 DAYS!","it is sunday, november 1, 2020. one citizen, i call for the removal from office by any legal means, the impeached fascist donald j trump as president of the united states. please rt fellow citizens and; pass it on.    realdonaldtrump   3 days ",Democrat,[],"['Trump', 'Trump', 'Trump', 'Donald', 'Donald']"
"Dr Anthony  is a hero, if only  listened to him at least 100k would still be alive, and the 250k people expected to die in the next few months would not.  Elect  President &amp; HE WILL SAVE US!!
https://t.co/O8EoHpJS09","dr anthony  is a hero, if only  listened to him at least 100k would still be alive, and the 250k people expected to die in the next few months would not.  elect  president and; he will save us   ",Democrat,"['Joe', 'Biden']","['Trump', 'Trump']"
"Trump's public image as a 'strong' leader could be crippled by his COVID-19 diagnosis because he has told so many lies, experts say 

https://t.co/d0XWvEQqMy via @businessinsider    ","trump s public image as a  strong  leader could be crippled by his covid-19 diagnosis because he has told so many lies, experts say    via  businessinsider    ",Democrat,[],['Trump']
" baby!!!!   
Trump’s massive rallies amid COVID-19 pandemic are flopping in key battleground states https://t.co/xt4XqPT7Hw", baby        trump s massive rallies amid covid-19 pandemic are flopping in key battleground states ,Democrat,[],"['trump', 'Trump']"
"Trump has raised at least four of his children to be liars and grifters just like himself. These four will never be able to shake this legacy of shams and scams, and none of them have the depth of personality to ever have a healthy relationship with another human being.  ","trump has raised at least four of his children to be liars and grifters just like himself. these four will never be able to shake this legacy of shams and scams, and none of them have the depth of personality to ever have a healthy relationship with another human being.  ",Democrat,[],['Trump']
This @sushitrash Nectar album is the only thing curbing my anxiety over this election. COME ON NEVADA. ,this  sushitrash nectar album is the only thing curbing my anxiety over this election. come on nevada. ,Democrat,[],['Trump']
Trump supporters tore down the protest art that has been on the Lafayette Square fence since June.  Among the replacement art is a figure high above the fence wearing a @RefuseFascism sweatshirt that says  and a   hat.   https://t.co/FAHVUmTBXM,trump supporters tore down the protest art that has been on the lafayette square fence since june.  among the replacement art is a figure high above the fence wearing a  refusefascism sweatshirt that says  and a   hat.   ,Democrat,[],"['Trump', 'Trump', 'Pence']"
"   
          
FOX 9: Rep. Ilhan Omar wins re-election in Minnesota CD-5.
https://t.co/jxN1ENozVW
@IlhanMN",               fox 9: rep. ilhan omar wins re-election in minnesota cd-5.   ilhanmn,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
I’m SO Proud of my neighbors in Central  ( country)! Our 80 home subdivision on the lake has 60 of these signs in their yards!    https://t.co/XBxB8Ap2QB,i m so proud of my neighbors in central    country   our 80 home subdivision on the lake has 60 of these signs in their yards     ,Democrat,"['Biden', 'Harris']",['Trump']
Two of Trump's poll watchers kicked out of Detroit polling place after using racist language and refusing to wear proper masks. https://t.co/6ye6z4KpQm    https://t.co/z5gj3kXj71,two of trump s poll watchers kicked out of detroit polling place after using racist language and refusing to wear proper masks.     ,Democrat,[],"['Trump', 'Trump']"
"Take Courage.
Fear Not.
Protect The Integrity of The Legal Vote.
Protect The Integrity of The Election.
Honest people will only trust an honest unbiased apolitical counting system.
 
 
 
 

",take courage. fear not. protect the integrity of the legal vote. protect the integrity of the election. honest people will only trust an honest unbiased apolitical counting system.          ,Democrat,[],[]
is a real honor to be a part of this election. This country needs a real change in leadership &amp; policies. 👍🏾✊🏾🤘🏾💯🌟🔥🇺🇸🌎🗽      https://t.co/ZxjQnLBAmm,is a real honor to be a part of this election. this country needs a real change in leadership and; policies.                    ,Democrat,[],['Trump']
"Michael Wolff on the cracks inside Trump's White House

https://t.co/UkyxTW3utc      ",michael wolff on the cracks inside trump s white house        ,Democrat,[],"['Trump', 'Michael']"
" 
 early or on Election Day November 3!  https://t.co/q2Odz0FhJ4",   early or on election day november 3   ,Democrat,"['Biden', 'Biden', 'Harris']",['Trump']
America. Please. Dont fuck this up.   ,america. please. dont fuck this up.   ,Democrat,['Biden'],['Trump']
"daily reminder that a vote for Biden, trump, or any imperialist is a vote AGAINST  and BIPOC liberation https://t.co/9Pwc1VJbCq","daily reminder that a vote for biden, trump, or any imperialist is a vote against  and bipoc liberation ",Democrat,['Biden'],['trump']
"Video shows Trump supporters cornering woman, spraying her car with ‘bear Mace’ here: Another example how pigs treat  different than their violent  
 https://t.co/L8pAtEPVcy","video shows trump supporters cornering woman, spraying her car with  bear mace  here: another example how pigs treat  different than their violent    ",Democrat,[],['Trump']
https://t.co/giuxFMo3Rv                           NO ... ,                           no ... ,Democrat,"['Joe', 'Joe', 'Biden', 'Biden', 'Biden']","['Trump', 'trump', 'TRUMP']"
"Oct 29 17:58🖐️The nightmare will end in 5 days👉Only if you VOTE!
📈📈📈☠☠☠☠☠☠☠
🇺🇸Cases: 9,196,202
🇺🇸Deaths:  234,008
🇺🇸Cases/1M: 27,730
☠☠☠☠☠☠☠☠☠☠
  
Don't look at the polls
Vote as if your vote decides the election","oct 29 17:58  the nightmare will end in 5 days only if you vote               cases: 9,196,202   deaths:  234,008   cases/1m: 27,730               don t look at the polls vote as if your vote decides the election",Democrat,[],['Trump']
A Black man whose family said suffered from mental health issues was killed by police in  sparking fresh  protests in the US city days ahead of the presidential election. https://t.co/4GPkv1FH6A,a black man whose family said suffered from mental health issues was killed by police in  sparking fresh  protests in the us city days ahead of the presidential election. ,Democrat,[],[]
"i don’t wanna be around the general public especially in this area i’m from. i have no idea what to expect. this isn’t normal??? i shouldn’t have to be so ANXIOUS to go to work or to be in public. 

Do Not Test Me. 
  ",i don t wanna be around the general public especially in this area i m from. i have no idea what to expect. this isn t normal    i shouldn t have to be so anxious to go to work or to be in public.   do not test me.    ,Democrat,[],[]
"The reason election polls are so far off is that a lot of Trump voters are too ashamed to admit they voted for him. 

    ",the reason election polls are so far off is that a lot of trump voters are too ashamed to admit they voted for him.       ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
"Biden/Harris have been covering for and defending  and Antifa terrorists for months, and literally none of them show up to support their rallies. Where are all these fine “political activists” we’ve been force-fed? Nowhere to be seen. They take, and give nothing in return.","biden/harris have been covering for and defending  and antifa terrorists for months, and literally none of them show up to support their rallies. where are all these fine  political activists  we ve been force-fed  nowhere to be seen. they take, and give nothing in return.",Democrat,"['Biden', 'Harris']",[]
"Dear Cuban Americans,

If you think trump cares about you more than he cares about Mexican, Muslim, or African Americans, you are sadly mistaken.  He hates everyone who isn't white.  

A racist to one group is a racist to all groups.

 
  
 https://t.co/mwdzWiKc6H","dear cuban americans,  if you think trump cares about you more than he cares about mexican, muslim, or african americans, you are sadly mistaken.  he hates everyone who isn t white.    a racist to one group is a racist to all groups.        ",Democrat,"['Biden', 'Harris']",['trump']
Because in the midst of it all this cannot get lost or removed from the election conversation.   https://t.co/2umju9P25Y,because in the midst of it all this cannot get lost or removed from the election conversation.   ,Democrat,[],[]
"OFFICIALS ARE URGING US TO NOT  NOW! IT'S TOO LATE NOW!      

https://t.co/DlG8KHZMl2",officials are urging us to not  now  it s too late now         ,Democrat,"['Biden', 'Harris']",[]
"This election is not a matter of which party you are in. But it does have EVERYTHING to do with morality &amp; being a decent human being to all people out of kindness and not choosing who is valid &amp; who isn't. 
   ",this election is not a matter of which party you are in. but it does have everything to do with morality and; being a decent human being to all people out of kindness and not choosing who is valid and; who isn t.     ,Democrat,[],[]
"Madame Tussauds in Berlin dumps Trump before U.S. election https://t.co/gLLTjlH82u
 
",madame tussauds in berlin dumps trump before u.s. election    ,Democrat,[],"['Trump', 'Trump', 'Trump']"
"     @JoeBiden 

One of the most pathetic things about tRump is that you cannot upset him by talking about his COVID failures, but woe to you if you attack his Nielsen ratings.","      joebiden   one of the most pathetic things about trump is that you cannot upset him by talking about his covid failures, but woe to you if you attack his nielsen ratings.",Democrat,"['Joe', 'Biden', 'Biden', 'Harris']","['Trump', 'tRump']"
You k ow how to keep a secret?  Don’t tell anyone. Imagine coordinating a nation wide voter fraud scheme without anyone spilling the beans.  Votes put in the mail on Election Day are legal.    ,you k ow how to keep a secret   don t tell anyone. imagine coordinating a nation wide voter fraud scheme without anyone spilling the beans.  votes put in the mail on election day are legal.    ,Democrat,[],['Trump']
Un partisan Black de Trump attaqué par des militants blancs de  https://t.co/nDxw3nE96N,un partisan black de trump attaqu  par des militants blancs de  ,Democrat,[],['Trump']
[Live] 2020 Election Results Thread Part 2 via /r/VoteDEM https://t.co/340ByUyPM1    , live  2020 election results thread part 2 via /r/votedem     ,Democrat,[],[]
    https://t.co/81rF6o4yih,    ,Democrat,[],[]
trump supporters are such lovely and classy folks...  https://t.co/jdwy33xW1m,trump supporters are such lovely and classy folks...  ,Democrat,[],['trump']
So I’m at the gun store and guess who else is here too.... BLACK PEOPLE PLEASE ARM YOURSELVES IF YOU CAN   ,so i m at the gun store and guess who else is here too.... black people please arm yourselves if you can   ,Democrat,[],[]
"May it start today.  VOTE VOTE VOTE Biden-Harris and help bring American back from the brink

               https://t.co/6SFAWXjhN8",may it start today.  vote vote vote biden-harris and help bring american back from the brink                 ,Democrat,"['joe', 'Biden', 'biden', 'biden', 'Harris', 'harris']",[]
"My fellow  Think of each passing day as a Democratic turning of a screw in a wounded Trump. He gets angrier, more reckless each day...until he falls.

We need to continue here to help purge society of the scourge of Trumpism.


","my fellow  think of each passing day as a democratic turning of a screw in a wounded trump. he gets angrier, more reckless each day...until he falls.  we need to continue here to help purge society of the scourge of trumpism.   ",Democrat,"['Democrat', 'Democratic']","['Trump', 'Trump', 'Trump']"
"Amen, brother. 




Obama, no longer biting his tongue, roasts Trump at Biden campaign rallies https://t.co/TgIduXAU73","amen, brother.      obama, no longer biting his tongue, roasts trump at biden campaign rallies ",Democrat,"['Biden', 'Biden', 'Harris']","['Trump', 'Trump', 'Trump']"
" that   
is allowed to participate in  
although the whole world knows that
 was INSTALLED
MAY DESTROY U.S. REPUTATION &amp; RULE OUT
the chances of recovery

 

    https://t.co/2pWusS98WP", that    is allowed to participate in   although the whole world knows that  was installed may destroy u.s. reputation and; rule out the chances of recovery         ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump']"
"Joe Biden is the projected winner of the 2020 presidential race, if he wins, he won by voter fraud and paying people off, and there is plenty of evidence to support it. Joe Biden is  because I will not accept a corrupt and fraudulent politician as President.","joe biden is the projected winner of the 2020 presidential race, if he wins, he won by voter fraud and paying people off, and there is plenty of evidence to support it. joe biden is  because i will not accept a corrupt and fraudulent politician as president.",Democrat,"['Joe', 'Joe', 'Biden', 'Biden']",[]
"Several local, organized groups announce plans for day-after elex demonstration in  regardless of outcome. Alliance Against Racist &amp; Political Repression calling for national day of action on 11/4. Their message=  but Biden isn’t the answer either ⁦@FOX9⁩ https://t.co/gXRcBqiJvF","several local, organized groups announce plans for day-after elex demonstration in  regardless of outcome. alliance against racist and; political repression calling for national day of action on 11/4. their message   but biden isn t the answer either   fox9  ",Democrat,['Biden'],['Trump']
"HOUSTON CHRONICLE
https://t.co/K7kVbjzC29                            https://t.co/b685QJmtBm",houston chronicle                             ,Democrat,"['Biden', 'Kamala', 'Harris']",['Trump']
You know damn well they thought they booked the Four Seasons and booked a landscaping business instead     https://t.co/Q5IWNQrfyy,you know damn well they thought they booked the four seasons and booked a landscaping business instead     ,Democrat,[],"['Trump', 'Trump']"
If you call yourself a  &amp; have NOT reported on: NON-peaceful race riots/looting;  Biden; @JoeBiden’s corruption/plagiarism/cognitive decline; racism of  connection between  &amp;  or good COVID news - you’re nothing but a partisan hack!,if you call yourself a  and; have not reported on: non-peaceful race riots/looting;  biden;  joebiden s corruption/plagiarism/cognitive decline; racism of  connection between  and;  or good covid news - you re nothing but a partisan hack ,Democrat,"['Joe', 'Biden', 'Biden', 'DNC']",[]
"While  talk and talk about helping the  community, only  and his administration have done something.            
https://t.co/QVg4Wa1kX0","while  talk and talk about helping the  community, only  and his administration have done something.             ",Democrat,"['Democrats', 'Democrat']",['Trump']
"They should just let Twitter decided the presidential election, everyone seems to want the same thing on here  ","they should just let twitter decided the presidential election, everyone seems to want the same thing on here  ",Democrat,['Biden'],['Trump']
"Wir können nicht mit Sicherheit sagen was am 03.10. in den Vereinigten Staaten passiert aber eines steht fest:

Joe Biden wird die Wahl gewinnen 

          https://t.co/LgqAlb9gLn",wir k nnen nicht mit sicherheit sagen was am 03.10. in den vereinigten staaten passiert aber eines steht fest:  joe biden wird die wahl gewinnen             ,Democrat,"['Joe', 'Biden']",['Trump']
"Maybe giving every racist on this planet the right to vote isn't a good idea. 
Should we pair the right to vote with civic classes?
@sarahcpr @JoeBiden       ",maybe giving every racist on this planet the right to vote isn t a good idea.  should we pair the right to vote with civic classes   sarahcpr  joebiden       ,Democrat,"['Joe', 'Biden', 'Biden', 'Harris']",[]
"Donald “America First” Drumpf, on the tarmac in NC, tells reporters he wants the ballots to stop being counted on election night because “the rest of the world wants to know who won.”  Which is it, America First or what the rest of the world wants?  ","donald  america first  drumpf, on the tarmac in nc, tells reporters he wants the ballots to stop being counted on election night because  the rest of the world wants to know who won.   which is it, america first or what the rest of the world wants   ",Democrat,[],"['Trump', 'Donald']"
"Much love to my friends and whānau in the US. Praying for a good result for you guys. May there be a decisive start to the end of white supremacy and American Neoliberal Imperialism (one can dream, right?). 


","much love to my friends and wh nau in the us. praying for a good result for you guys. may there be a decisive start to the end of white supremacy and american neoliberal imperialism  one can dream, right  .    ",Democrat,[],[]
Trump cannot believe everyone hates him. I’m glad he wants a recount - that just means we get to tell him twice that no one wants him here. ,trump cannot believe everyone hates him. i m glad he wants a recount - that just means we get to tell him twice that no one wants him here. ,Democrat,[],['Trump']
P.S. The intense scrutiny started 4 years ago.  @NYStateAG https://t.co/F4hBJneWVK via @YahooNews,p.s. the intense scrutiny started 4 years ago.   nystateag  via  yahoonews,Democrat,[],[]
"Will Bunch, columnist Phila Inquirer: Suburban counties around Philly that used to be dark Red are going for Biden &amp; far wider margin than 2016 because of women ""in so-called  groups,"" 50K/county. LOL.  critical to firing the ""so-called president.""","will bunch, columnist phila inquirer: suburban counties around philly that used to be dark red are going for biden and; far wider margin than 2016 because of women  in so-called  groups,  50k/county. lol.  critical to firing the  so-called president. ",Democrat,['Biden'],[]
     @RafaelEstrela84    https://t.co/9GlkIVHRa0,      rafaelestrela84    ,Democrat,"['Joe', 'Biden']",[]
